Sport,Game_Type,Entry,Contest_Date_EST,Place,Points,Winnings_Non_Ticket,Contest_Entries,Entry_Fee,Prize_Pool,Places_Paid
GOLF,Showdown,PGA TOUR Showdown $7.5K Short Game [20 Entry Max] (Round 3 TOUR),2/12/2022,4807,236.8,0.00,8917,$1.00 ,"$7,500.00 ",2305
CBB,Classic,CBB $2K And-One,2/11/2022,2099,196.75,0.00,2361,$1.00 ,"$2,000.00 ",616
NHL,Showdown,NHL Showdown $1K Hip Check (SEA vs ANH),2/11/2022,448,51.45,0.00,1138,$1.00 ,"$1,000.00 ",285
NHL,Classic,NHL $5K Hip Check,2/11/2022,2707,82.6,0.00,5945,$1.00 ,"$5,000.00 ",1543
NBA,Showdown Captain Mode,NBA Showdown $12.5K And-One (ORL vs UTA),2/11/2022,13735,181,0.00,14863,$1.00 ,"$12,500.00 ",3863
NBA,Classic,NBA $30K And-One [20 Entry Max],2/11/2022,9654,288.25,0.00,35671,$1.00 ,"$30,000.00 ",9625
GOLF,Showdown,PGA TOUR Showdown $10K Short Game [20 Entry Max] (Round 2 TOUR),2/11/2022,4132,237.25,0.00,9697,$1.00 ,"$10,000.00 ",3080
CBB,Classic,CBB $2K And-One,2/10/2022,981,191.75,0.00,2378,$1.00 ,"$2,000.00 ",616
NBA,Showdown Captain Mode,NBA Showdown $10K And-One (MIL vs PHX),2/10/2022,11334,163.63,0.00,11890,$1.00 ,"$10,000.00 ",3080
NBA,Classic,NBA $35K And-One [20 Entry Max],2/10/2022,11568,290,0.00,41617,$1.00 ,"$35,000.00 ",11230
NBA,Classic,NBA Single Entry $10 Double Up,2/10/2022,364,290,0.00,689,$10.00 ,"$6,000.00 ",300
NHL,Classic,NHL $5K Hip Check,2/10/2022,4924,89.1,0.00,5945,$1.00 ,"$5,000.00 ",1543
NHL,Showdown,NHL Showdown $1K Hip Check (NJ vs STL),2/10/2022,564,43,0.00,1189,$1.00 ,"$1,000.00 ",285
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (9/14),2/10/2022,24589,415.5,0.00,59453,$0.50 ,"$25,000.00 ",12467
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (13/14),2/10/2022,26607,409.5,0.00,59453,$0.50 ,"$25,000.00 ",12467
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (8/14),2/10/2022,33445,389,0.00,59453,$0.50 ,"$25,000.00 ",12467
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (5/14),2/10/2022,34257,386.5,0.00,59453,$0.50 ,"$25,000.00 ",12467
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (7/14),2/10/2022,45490,350,0.00,59453,$0.50 ,"$25,000.00 ",12467
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (3/14),2/10/2022,49866,331,0.00,59453,$0.50 ,"$25,000.00 ",12467
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (12/14),2/10/2022,52249,319,0.00,59453,$0.50 ,"$25,000.00 ",12467
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (2/14),2/10/2022,52421,318,0.00,59453,$0.50 ,"$25,000.00 ",12467
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (4/14),2/10/2022,52757,316,0.00,59453,$0.50 ,"$25,000.00 ",12467
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (1/14),2/10/2022,54384,305.5,0.00,59453,$0.50 ,"$25,000.00 ",12467
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (14/14),2/10/2022,56143,289.5,0.00,59453,$0.50 ,"$25,000.00 ",12467
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (11/14),2/10/2022,57310,275,0.00,59453,$0.50 ,"$25,000.00 ",12467
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (10/14),2/10/2022,58224,258,0.00,59453,$0.50 ,"$25,000.00 ",12467
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (6/14),2/10/2022,58354,254.5,0.00,59453,$0.50 ,"$25,000.00 ",12467
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (14/20),2/10/2022,4190,462.5,0.20,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (3/20),2/10/2022,4486,459,0.20,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (6/20),2/10/2022,5246,451,0.20,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (2/20),2/10/2022,5905,444,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (4/20),2/10/2022,8016,426,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (1/20),2/10/2022,8186,424.5,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (11/20),2/10/2022,8343,423,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (12/20),2/10/2022,8738,420,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (10/20),2/10/2022,9505,414.5,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (5/20),2/10/2022,11859,397,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (19/20),2/10/2022,13533,384,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (15/20),2/10/2022,15810,366.5,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (7/20),2/10/2022,15866,366,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (17/20),2/10/2022,17731,349.5,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (16/20),2/10/2022,18432,343,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (18/20),2/10/2022,20019,326,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (20/20),2/10/2022,20816,315,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (8/20),2/10/2022,21258,308.5,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (9/20),2/10/2022,22603,278.5,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (13/20),2/10/2022,23433,226.5,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $30K Short Game [20 Entry Max],2/10/2022,22485,374,0.00,35671,$1.00 ,"$30,000.00 ",9625
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (11/20),2/10/2022,3408,477.5,0.50,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (16/20),2/10/2022,8428,434,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (10/20),2/10/2022,9326,427.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (9/20),2/10/2022,9406,427,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (1/20),2/10/2022,11339,414,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (18/20),2/10/2022,13583,400,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (4/20),2/10/2022,15353,389,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (17/20),2/10/2022,17449,376,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (3/20),2/10/2022,19954,359,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (8/20),2/10/2022,20293,356.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (19/20),2/10/2022,22500,339.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (7/20),2/10/2022,24444,321,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (15/20),2/10/2022,24524,320,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (2/20),2/10/2022,25293,311.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (14/20),2/10/2022,25293,311.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (20/20),2/10/2022,25293,311.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (6/20),2/10/2022,25706,306,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (13/20),2/10/2022,26691,289.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (5/20),2/10/2022,27221,277,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (12/20),2/10/2022,27481,269,0.00,28537,$0.25 ,"$6,000.00 ",6840
NHL,Showdown,NHL Showdown $750 Hip Check (NYI vs VAN),2/9/2022,194,65,1.50,891,$1.00 ,$750.00 ,204
NHL,Classic,NHL $5K Hip Check,2/9/2022,2852,95.7,0.00,5945,$1.00 ,"$5,000.00 ",1543
NBA,Showdown Captain Mode,NBA Showdown $12.5K And-One (GSW vs UTA),2/9/2022,9398,179.5,0.00,14847,$1.00 ,"$12,500.00 ",3863
NBA,Classic,NBA $80K Four Point Play [20 Entry Max],2/9/2022,4157,274,6.00,23781,$4.00 ,"$80,000.00 ",6181
CBB,Classic,CBB $2K And-One,2/9/2022,1075,209.25,0.00,2378,$1.00 ,"$2,000.00 ",616
CBB,Classic,CBB $2.5K And-One,2/8/2022,700,217.75,1.50,2972,$1.00 ,"$2,500.00 ",768
CBB,Classic,CBB $250 Dime Time [Just $0.10!] (4/4),2/8/2022,680,220.25,0.19,2972,$0.10 ,$250.00 ,698
CBB,Classic,CBB $250 Dime Time [Just $0.10!] (1/4),2/8/2022,807,217.75,0.00,2972,$0.10 ,$250.00 ,698
CBB,Classic,CBB $250 Dime Time [Just $0.10!] (2/4),2/8/2022,807,217.75,0.00,2972,$0.10 ,$250.00 ,698
CBB,Classic,CBB $250 Dime Time [Just $0.10!] (3/4),2/8/2022,1481,202.75,0.00,2972,$0.10 ,$250.00 ,698
NHL,Showdown,NHL Showdown $1K Hip Check (ARI vs VAN),2/8/2022,658,80.55,0.00,1189,$1.00 ,"$1,000.00 ",285
NHL,Classic,NHL $5K Hip Check,2/8/2022,2855,96.7,0.00,5945,$1.00 ,"$5,000.00 ",1543
NHL,Classic,NHL $1.5K Quarter Jukebox [Just $0.25!] (2/4),2/8/2022,1729,113.8,0.00,6901,$0.25 ,"$1,500.00 ",1706
NHL,Classic,NHL $1.5K Quarter Jukebox [Just $0.25!] (1/4),2/8/2022,1933,111.3,0.00,6901,$0.25 ,"$1,500.00 ",1706
NHL,Classic,NHL $1.5K Quarter Jukebox [Just $0.25!] (3/4),2/8/2022,3184,96.7,0.00,6901,$0.25 ,"$1,500.00 ",1706
NHL,Classic,NHL $1.5K Quarter Jukebox [Just $0.25!] (4/4),2/8/2022,3184,96.7,0.00,6901,$0.25 ,"$1,500.00 ",1706
NBA,Showdown Captain Mode,NBA Showdown $2K Quarter Jukebox [Just $0.25!] (MIL vs LAL) (1/4),2/8/2022,5344,242.88,0.00,9512,$0.25 ,"$2,000.00 ",2266
NBA,Showdown Captain Mode,NBA Showdown $2K Quarter Jukebox [Just $0.25!] (MIL vs LAL) (2/4),2/8/2022,5344,242.88,0.00,9512,$0.25 ,"$2,000.00 ",2266
NBA,Showdown Captain Mode,NBA Showdown $2K Quarter Jukebox [Just $0.25!] (MIL vs LAL) (3/4),2/8/2022,5344,242.88,0.00,9512,$0.25 ,"$2,000.00 ",2266
NBA,Showdown Captain Mode,NBA Showdown $2K Quarter Jukebox [Just $0.25!] (MIL vs LAL) (4/4),2/8/2022,5344,242.88,0.00,9512,$0.25 ,"$2,000.00 ",2266
NBA,Showdown Captain Mode,NBA Showdown $12.5K And-One (MIL vs LAL),2/8/2022,8287,242.88,0.00,14863,$1.00 ,"$12,500.00 ",3863
NBA,Classic,NBA $35K And-One [20 Entry Max],2/8/2022,37143,217.75,0.00,41617,$1.00 ,"$35,000.00 ",11230
NBA,Classic,NBA $15K mini-MAX [150 Entry Max] (1/4),2/8/2022,11222,299,0.00,35671,$0.50 ,"$15,000.00 ",8185
NBA,Classic,NBA $15K mini-MAX [150 Entry Max] (3/4),2/8/2022,16457,286.25,0.00,35671,$0.50 ,"$15,000.00 ",8185
NBA,Classic,NBA $15K mini-MAX [150 Entry Max] (4/4),2/8/2022,23216,268.75,0.00,35671,$0.50 ,"$15,000.00 ",8185
NBA,Classic,NBA $15K mini-MAX [150 Entry Max] (2/4),2/8/2022,28165,253.5,0.00,35671,$0.50 ,"$15,000.00 ",8185
NBA,Classic,NBA $7K Quarter Jukebox (3/20),2/8/2022,1459,325.75,0.75,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (5/20),2/8/2022,1536,324.75,0.75,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (2/20),2/8/2022,8500,291.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (4/20),2/8/2022,8860,290.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (9/20),2/8/2022,9302,288.75,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (17/20),2/8/2022,10078,286.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (18/20),2/8/2022,10416,285.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (13/20),2/8/2022,10667,284.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (10/20),2/8/2022,13288,276.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (16/20),2/8/2022,13396,276,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (6/20),2/8/2022,17796,262.75,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (12/20),2/8/2022,18346,261.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (19/20),2/8/2022,18346,261.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (15/20),2/8/2022,18602,260.5,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (1/20),2/8/2022,20048,256.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (8/20),2/8/2022,20773,254,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (7/20),2/8/2022,22260,249.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (11/20),2/8/2022,23362,246,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (20/20),2/8/2022,25529,238.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (14/20),2/8/2022,28321,227,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Showdown Captain Mode,NBA Showdown $12.5K And-One (NYK vs UTA),2/7/2022,14530,189.88,0.00,14863,$1.00 ,"$12,500.00 ",3863
NBA,Classic,NBA $40K And-One [20 Entry Max],2/7/2022,29439,229.75,0.00,47562,$1.00 ,"$40,000.00 ",12830
CBB,Classic,CBB $2K And-One,2/7/2022,332,201.75,1.50,2378,$1.00 ,"$2,000.00 ",616
TEN,Single Match,TEN $400 Ace (Late),2/7/2022,430,275.9,0.00,475,$1.00 ,$400.00 ,109
NHL,Classic,NHL $1.25K Quarter Jukebox [Just $0.25!] (1/4),2/7/2022,3474,103,0.00,5945,$0.25 ,"$1,250.00 ",1286
NHL,Classic,NHL $1.25K Quarter Jukebox [Just $0.25!] (2/4),2/7/2022,3474,103,0.00,5945,$0.25 ,"$1,250.00 ",1286
NHL,Classic,NHL $1.25K Quarter Jukebox [Just $0.25!] (3/4),2/7/2022,3474,103,0.00,5945,$0.25 ,"$1,250.00 ",1286
NHL,Classic,NHL $1.25K Quarter Jukebox [Just $0.25!] (4/4),2/7/2022,3474,103,0.00,5945,$0.25 ,"$1,250.00 ",1286
NHL,Classic,NHL $4K Hip Check,2/7/2022,2779,103,0.00,4756,$1.00 ,"$4,000.00 ",1103
NBA,Showdown Captain Mode,NBA Showdown $12.5K And-One (MIL vs LAC),2/6/2022,13021,189.88,0.00,14863,$1.00 ,"$12,500.00 ",3863
NBA,Classic,NBA $3K And-One,2/6/2022,3177,207,0.00,3567,$1.00 ,"$3,000.00 ",911
CBB,Showdown Captain Mode,CBB Showdown $30 And-One (UH vs CINCY),2/6/2022,22,139.38,0.00,35,$1.00 ,$30.00 ,9
GOLF,Showdown,PGA TOUR Showdown $10K Short Game [20 Entry Max] (Round 4 TOUR),2/6/2022,3848,257.2,0.00,11890,$1.00 ,"$10,000.00 ",3080
NBA,Showdown Captain Mode,NBA Showdown $500 Quarter Jukebox [Just $0.25!] (MIL vs POR),2/5/2022,802,200.38,0.00,2378,$0.25 ,$500.00 ,536
NBA,Showdown Captain Mode,NBA Showdown $8K And-One (MIL vs POR),2/5/2022,2755,204.88,0.00,9512,$1.00 ,"$8,000.00 ",2247
NBA,Showdown Captain Mode,NBA Showdown $1.5K Quarter Jukebox [Just $0.25!] (MIL vs POR) (3/4),2/5/2022,1831,205.38,0.00,7134,$0.25 ,"$1,500.00 ",1706
NBA,Showdown Captain Mode,NBA Showdown $1.5K Quarter Jukebox [Just $0.25!] (MIL vs POR) (4/4),2/5/2022,2248,203.63,0.00,7134,$0.25 ,"$1,500.00 ",1706
NBA,Showdown Captain Mode,NBA Showdown $1.5K Quarter Jukebox [Just $0.25!] (MIL vs POR) (1/4),2/5/2022,3186,197.63,0.00,7134,$0.25 ,"$1,500.00 ",1706
NBA,Showdown Captain Mode,NBA Showdown $1.5K Quarter Jukebox [Just $0.25!] (MIL vs POR) (2/4),2/5/2022,5341,184.88,0.00,7134,$0.25 ,"$1,500.00 ",1706
NBA,Classic,NBA $8K And-One,2/5/2022,5625,232.5,0.00,9512,$1.00 ,"$8,000.00 ",2247
NBA,Classic,NBA $30K And-One [20 Entry Max],2/5/2022,12901,249.5,0.00,35671,$1.00 ,"$30,000.00 ",9625
CBB,Classic,CBB $625 And-One [20 Entry Max] (Afternoon),2/5/2022,152,198.5,1.50,743,$1.00 ,$625.00 ,176
GOLF,Showdown,PGA TOUR Showdown $10K Short Game [20 Entry Max] (Round 3 TOUR),2/5/2022,11040,169.95,0.00,11394,$1.00 ,"$10,000.00 ",3080
CBB,Classic,CBB $1.5K And-One,2/4/2022,290,225.75,1.50,1783,$1.00 ,"$1,500.00 ",421
CBB,Classic,CBB $400 Quarter Jukebox [Just $0.25!] (1/4),2/4/2022,343,225.75,0.50,1902,$0.25 ,$400.00 ,442
CBB,Classic,CBB $400 Quarter Jukebox [Just $0.25!] (2/4),2/4/2022,343,225.75,0.50,1902,$0.25 ,$400.00 ,442
CBB,Classic,CBB $400 Quarter Jukebox [Just $0.25!] (3/4),2/4/2022,343,225.75,0.50,1902,$0.25 ,$400.00 ,442
CBB,Classic,CBB $400 Quarter Jukebox [Just $0.25!] (4/4),2/4/2022,343,225.75,0.50,1902,$0.25 ,$400.00 ,442
NBA,Showdown Captain Mode,NBA Showdown $10K And-One (PHI vs DAL),2/4/2022,4072,230.38,0.00,11890,$1.00 ,"$10,000.00 ",3080
NBA,Showdown Captain Mode,NBA Showdown $2K Quarter Jukebox [Just $0.25!] (PHI vs DAL) (1/6),2/4/2022,313,251.38,0.86,9512,$0.25 ,"$2,000.00 ",2266
NBA,Showdown Captain Mode,NBA Showdown $2K Quarter Jukebox [Just $0.25!] (PHI vs DAL) (2/6),2/4/2022,3508,229.63,0.00,9512,$0.25 ,"$2,000.00 ",2266
NBA,Showdown Captain Mode,NBA Showdown $2K Quarter Jukebox [Just $0.25!] (PHI vs DAL) (3/6),2/4/2022,3547,229.38,0.00,9512,$0.25 ,"$2,000.00 ",2266
NBA,Showdown Captain Mode,NBA Showdown $2K Quarter Jukebox [Just $0.25!] (PHI vs DAL) (4/6),2/4/2022,6581,208.38,0.00,9512,$0.25 ,"$2,000.00 ",2266
NBA,Showdown Captain Mode,NBA Showdown $2K Quarter Jukebox [Just $0.25!] (PHI vs DAL) (5/6),2/4/2022,8540,181.5,0.00,9512,$0.25 ,"$2,000.00 ",2266
NBA,Showdown Captain Mode,NBA Showdown $2K Quarter Jukebox [Just $0.25!] (PHI vs DAL) (6/6),2/4/2022,8631,179.63,0.00,9512,$0.25 ,"$2,000.00 ",2266
NBA,Classic,NBA $1K Quarter Jukebox [Just $0.25!]  (2/2),2/4/2022,3156,250.25,0.00,4756,$0.25 ,"$1,000.00 ",1104
NBA,Classic,NBA $1K Quarter Jukebox [Just $0.25!]  (1/2),2/4/2022,3994,226.5,0.00,4756,$0.25 ,"$1,000.00 ",1104
NBA,Classic,NBA $30K And-One [20 Entry Max],2/4/2022,33312,206,0.00,35671,$1.00 ,"$30,000.00 ",9625
GOLF,Showdown,PGA TOUR Showdown $10K Short Game [20 Entry Max] (Round 2 TOUR),2/4/2022,1716,287.8,1.50,11890,$1.00 ,"$10,000.00 ",3080
CBB,Classic,CBB $2K And-One,2/3/2022,1109,170.5,0.00,2378,$1.00 ,"$2,000.00 ",616
NBA,Showdown Captain Mode,NBA Showdown $10K And-One (LAL vs LAC),2/3/2022,2748,247,1.50,11890,$1.00 ,"$10,000.00 ",3080
NBA,Classic,NBA $30K And-One [20 Entry Max],2/3/2022,9955,269.25,0.00,35671,$1.00 ,"$30,000.00 ",9625
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (6/20),2/3/2022,3836,282.75,0.50,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (12/20),2/3/2022,4411,280.75,0.50,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (13/20),2/3/2022,4957,278.75,0.50,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (3/20),2/3/2022,8248,268.75,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (2/20),2/3/2022,8850,267.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (1/20),2/3/2022,10021,264.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (16/20),2/3/2022,11015,262,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (4/20),2/3/2022,11745,260.25,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (14/20),2/3/2022,12230,259,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (19/20),2/3/2022,13112,257.75,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (11/20),2/3/2022,13735,256.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (18/20),2/3/2022,14316,255.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (10/20),2/3/2022,14416,255.25,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (15/20),2/3/2022,16005,251.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (17/20),2/3/2022,16129,251.25,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (7/20),2/3/2022,16700,250,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (8/20),2/3/2022,17532,248.25,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (5/20),2/3/2022,18233,246.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (9/20),2/3/2022,19936,242,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (20/20),2/3/2022,25343,223.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $15K mini-MAX [150 Entry Max] (1/2),2/3/2022,5634,280.25,1.00,35671,$0.50 ,"$15,000.00 ",8185
NBA,Classic,NBA $15K mini-MAX [150 Entry Max] (2/2),2/3/2022,11746,266.75,0.00,35671,$0.50 ,"$15,000.00 ",8185
GOLF,Classic,PGA TOUR $30K Short Game [20 Entry Max] (1/2),2/3/2022,28500,370.5,0.00,35671,$1.00 ,"$30,000.00 ",9625
GOLF,Classic,PGA TOUR $30K Short Game [20 Entry Max] (2/2),2/3/2022,33670,329.5,0.00,35671,$1.00 ,"$30,000.00 ",9625
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (9/10),2/3/2022,9598,473.5,1.00,59453,$0.50 ,"$25,000.00 ",12467
