Sport,Game_Type,Entry,Contest_Date_EST,Place,Points,Winnings_Non_Ticket,Contest_Entries,Entry_Fee,Prize_Pool,Places_Paid
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (6/10),2/3/2022,10373,470.5,1.00,59453,$0.50 ,"$25,000.00 ",12467
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (8/10),2/3/2022,13334,460.5,0.00,59453,$0.50 ,"$25,000.00 ",12467
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (10/10),2/3/2022,35646,404,0.00,59453,$0.50 ,"$25,000.00 ",12467
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (1/10),2/3/2022,38123,398,0.00,59453,$0.50 ,"$25,000.00 ",12467
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (4/10),2/3/2022,39918,393.5,0.00,59453,$0.50 ,"$25,000.00 ",12467
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (5/10),2/3/2022,40347,392.5,0.00,59453,$0.50 ,"$25,000.00 ",12467
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (7/10),2/3/2022,51654,357,0.00,59453,$0.50 ,"$25,000.00 ",12467
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (2/10),2/3/2022,54701,341.5,0.00,59453,$0.50 ,"$25,000.00 ",12467
GOLF,Classic,PGA TOUR $25K mini-MAX [150 Entry Max] (3/10),2/3/2022,55704,335,0.00,59453,$0.50 ,"$25,000.00 ",12467
GOLF,Classic,PGA TOUR $70K Birdie [20 Entry Max],2/3/2022,2725,488.5,6.00,27744,$3.00 ,"$70,000.00 ",7206
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (19/20),2/3/2022,1459,499.5,0.30,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (1/20),2/3/2022,1798,493.5,0.30,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (20/20),2/3/2022,3941,468,0.20,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (12/20),2/3/2022,4724,461.5,0.20,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (13/20),2/3/2022,5561,454.5,0.20,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (16/20),2/3/2022,6757,445.5,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (7/20),2/3/2022,11068,418.5,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (4/20),2/3/2022,11777,414.5,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (5/20),2/3/2022,11777,414.5,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (3/20),2/3/2022,12058,413,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (15/20),2/3/2022,13219,406.5,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (18/20),2/3/2022,13647,404,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (17/20),2/3/2022,13940,402.5,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (8/20),2/3/2022,14373,400,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (6/20),2/3/2022,14681,398,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (9/20),2/3/2022,14873,397,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (11/20),2/3/2022,17093,383,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (2/20),2/3/2022,18093,375.5,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (14/20),2/3/2022,19245,366,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $2K Dime Time [Just $0.10!] (10/20),2/3/2022,21526,341,0.00,23781,$0.10 ,"$2,000.00 ",5675
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (12/20),2/3/2022,18669,394,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (7/20),2/3/2022,18970,392.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (14/20),2/3/2022,19146,391.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (16/20),2/3/2022,19146,391.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (8/20),2/3/2022,20426,385,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (5/20),2/3/2022,23812,362,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (2/20),2/3/2022,894,520,1.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (15/20),2/3/2022,8185,447,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (9/20),2/3/2022,9202,441.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (10/20),2/3/2022,10930,432,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (20/20),2/3/2022,11714,428,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (6/20),2/3/2022,11843,427.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (1/20),2/3/2022,12357,425,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (3/20),2/3/2022,13173,421,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (17/20),2/3/2022,13173,421,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (4/20),2/3/2022,14008,417,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (19/20),2/3/2022,14211,416,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (11/20),2/3/2022,14614,414,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (13/20),2/3/2022,15207,411.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (18/20),2/3/2022,16937,403,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Showdown Captain Mode,NBA Showdown $12.5K And-One (POR vs LAL),2/2/2022,13810,198.25,0.00,14863,$1.00 ,"$12,500.00 ",3863
NBA,Classic,NBA $35K And-One [20 Entry Max],2/2/2022,13424,258,0.00,41617,$1.00 ,"$35,000.00 ",11230
CBB,Classic,CBB $2K And-One,2/2/2022,285,234.5,2.00,2378,$1.00 ,"$2,000.00 ",616
NHL,Classic,NHL $5K Hip Check,2/2/2022,5850,46.6,0.00,5945,$1.00 ,"$5,000.00 ",1543
NHL,Showdown,NHL Showdown $750 Hip Check (LA vs DET),2/2/2022,400,67.1,0.00,891,$1.00 ,$750.00 ,204
TEN,Single Match,TEN $1.5K Ace [20 Entry Max],2/2/2022,1752,0,0.00,1783,$1.00 ,"$1,500.00 ",421
NHL,Showdown,NHL Showdown $1K Hip Check (BUF vs VGK),2/1/2022,363,81.25,0.00,1189,$1.00 ,"$1,000.00 ",285
NHL,Classic,NHL $5K Hip Check,2/1/2022,3470,97.4,0.00,5945,$1.00 ,"$5,000.00 ",1543
NHL,Classic,NHL $3.5K mini-MAX [150 Entry Max] (2/2),2/1/2022,2863,111.3,0.00,8323,$0.50 ,"$3,500.00 ",1742
NHL,Classic,NHL $3.5K mini-MAX [150 Entry Max] (1/2),2/1/2022,2957,110.6,0.00,8323,$0.50 ,"$3,500.00 ",1742
CBB,Classic,CBB $2.5K And-One,2/1/2022,2270,188.5,0.00,2972,$1.00 ,"$2,500.00 ",768
NBA,Showdown Captain Mode,NBA Showdown $12.5K And-One (BKN vs PHX),2/1/2022,8202,194.13,0.00,14863,$1.00 ,"$12,500.00 ",3863
NBA,Classic,NBA $35K And-One [20 Entry Max],2/1/2022,1345,328.25,3.66,41617,$1.00 ,"$35,000.00 ",11230
NBA,Classic,NBA $7K Quarter Jukebox,2/1/2022,8015,303,0.00,33293,$0.25 ,"$7,000.00 ",7990
CBB,Classic,CBB $2K And-One,1/31/2022,1591,186.25,0.00,2378,$1.00 ,"$2,000.00 ",616
CBB,Classic,CBB $400 Quarter Jukebox [Just $0.25!] (1/3),1/31/2022,575,212.25,0.00,1902,$0.25 ,$400.00 ,442
CBB,Classic,CBB $400 Quarter Jukebox [Just $0.25!] (3/3),1/31/2022,707,207,0.00,1902,$0.25 ,$400.00 ,442
CBB,Classic,CBB $400 Quarter Jukebox [Just $0.25!] (2/3),1/31/2022,1122,191.5,0.00,1902,$0.25 ,$400.00 ,442
NBA,Showdown Captain Mode,NBA Showdown $7K And-One (GSW vs HOU),1/31/2022,4564,207.38,0.00,8323,$1.00 ,"$7,000.00 ",1915
NBA,Showdown Captain Mode,NBA Showdown $1.5K Quarter Jukebox [Just $0.25!] (GSW vs HOU) (4/4),1/31/2022,293,246.38,0.75,7134,$0.25 ,"$1,500.00 ",1706
NBA,Showdown Captain Mode,NBA Showdown $1.5K Quarter Jukebox [Just $0.25!] (GSW vs HOU) (1/4),1/31/2022,670,239.88,0.50,7134,$0.25 ,"$1,500.00 ",1706
NBA,Showdown Captain Mode,NBA Showdown $1.5K Quarter Jukebox [Just $0.25!] (GSW vs HOU) (3/4),1/31/2022,2558,220.13,0.00,7134,$0.25 ,"$1,500.00 ",1706
NBA,Showdown Captain Mode,NBA Showdown $1.5K Quarter Jukebox [Just $0.25!] (GSW vs HOU) (2/4),1/31/2022,4151,205.13,0.00,7134,$0.25 ,"$1,500.00 ",1706
NBA,Classic,NBA $8K And-One,1/31/2022,1072,339.5,2.00,9512,$1.00 ,"$8,000.00 ",2247
NBA,Classic,NBA $35K And-One [20 Entry Max],1/31/2022,6399,331.25,1.50,41617,$1.00 ,"$35,000.00 ",11230
NBA,Classic,NBA $15K mini-MAX [150 Entry Max] (1/8),1/31/2022,3633,342.5,1.00,35671,$0.50 ,"$15,000.00 ",8185
NBA,Classic,NBA $15K mini-MAX [150 Entry Max] (6/8),1/31/2022,5472,335.25,1.00,35671,$0.50 ,"$15,000.00 ",8185
NBA,Classic,NBA $15K mini-MAX [150 Entry Max] (8/8),1/31/2022,5550,335,1.00,35671,$0.50 ,"$15,000.00 ",8185
NBA,Classic,NBA $15K mini-MAX [150 Entry Max] (2/8),1/31/2022,6008,334,1.00,35671,$0.50 ,"$15,000.00 ",8185
NBA,Classic,NBA $15K mini-MAX [150 Entry Max] (7/8),1/31/2022,7473,329.5,1.00,35671,$0.50 ,"$15,000.00 ",8185
NBA,Classic,NBA $15K mini-MAX [150 Entry Max] (3/8),1/31/2022,10741,321.75,0.00,35671,$0.50 ,"$15,000.00 ",8185
NBA,Classic,NBA $15K mini-MAX [150 Entry Max] (4/8),1/31/2022,17570,305.5,0.00,35671,$0.50 ,"$15,000.00 ",8185
NBA,Classic,NBA $15K mini-MAX [150 Entry Max] (5/8),1/31/2022,21107,296.75,0.00,35671,$0.50 ,"$15,000.00 ",8185
NBA,Classic,NBA $7K Quarter Jukebox (11/20),1/31/2022,293,364.5,1.50,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (8/20),1/31/2022,936,354,1.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (3/20),1/31/2022,1283,350.25,1.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (1/20),1/31/2022,3053,341,0.75,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (19/20),1/31/2022,3538,338.5,0.50,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (5/20),1/31/2022,3846,337.5,0.50,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (4/20),1/31/2022,5456,331.25,0.50,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (10/20),1/31/2022,5551,330.75,0.50,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (7/20),1/31/2022,6461,327.75,0.50,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (6/20),1/31/2022,7327,324.75,0.50,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (17/20),1/31/2022,8157,322,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (20/20),1/31/2022,10325,315.75,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (14/20),1/31/2022,11412,312.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (12/20),1/31/2022,12092,310.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (9/20),1/31/2022,13115,307.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (13/20),1/31/2022,14838,301.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (2/20),1/31/2022,15160,300.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (15/20),1/31/2022,15160,300.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (16/20),1/31/2022,15487,299.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (18/20),1/31/2022,18043,290,0.00,33293,$0.25 ,"$7,000.00 ",7990
NHL,Showdown,NHL Showdown $750 Hip Check (NJ vs TOR),1/31/2022,71,124.2,2.00,891,$1.00 ,$750.00 ,204
NHL,Classic,NHL $5K Hip Check,1/31/2022,3736,84.2,0.00,5945,$1.00 ,"$5,000.00 ",1543
TEN,Single Match,TEN $150 Dime Time [Just $0.10!],1/31/2022,139,356.25,0.23,1539,$0.10 ,$150.00 ,415
TEN,Single Match,TEN $1.5K Ace [20 Entry Max],1/31/2022,224,345.4,2.00,1783,$1.00 ,"$1,500.00 ",421
CBB,Showdown Captain Mode,CBB Showdown $250 And-One (COL vs WSU),1/30/2022,100,128.13,0.00,297,$1.00 ,$250.00 ,68
CBB,Showdown Captain Mode,CBB Showdown $150 And-One (COL vs WSU),1/30/2022,156,105.38,0.00,178,$1.00 ,$150.00 ,42
NHL,Showdown,NHL Showdown $1K Hip Check (BUF vs COL),1/30/2022,144,85.45,2.00,1189,$1.00 ,"$1,000.00 ",285
NHL,Classic,NHL $2K Hip Check,1/30/2022,972,105.4,0.00,2378,$1.00 ,"$2,000.00 ",616
NBA,Showdown Captain Mode,NBA Showdown $1K Quarter Jukebox [Just $0.25!]  (UTA vs MIN),1/30/2022,4377,202.63,0.00,4756,$0.25 ,"$1,000.00 ",1104
NBA,Showdown Captain Mode,NBA Showdown $3K And-One [20 Entry Max] (UTA vs MIN),1/30/2022,2129,229,0.00,3567,$1.00 ,"$3,000.00 ",911
NBA,Classic,NBA $4K mini-MAX [150 Entry Max],1/30/2022,4894,274,0.00,9512,$0.50 ,"$4,000.00 ",2172
NBA,Classic,NBA $15K And-One,1/30/2022,14233,239,0.00,17835,$1.00 ,"$15,000.00 ",4636
NFL,Classic,NFL $800K Play-Action [20 Entry Max],1/30/2022,89229,135.98,0.00,317082,$3.00 ,"$800,000.00 ",80725
NHL,Showdown,NHL Showdown $750 Hip Check (VAN vs CGY),1/29/2022,403,53.15,0.00,891,$1.00 ,$750.00 ,204
NHL,Classic,NHL $3K Hip Check,1/29/2022,625,111.7,1.50,3567,$1.00 ,"$3,000.00 ",911
CBB,Classic,CBB $400 And-One (Night),1/29/2022,196,193.25,0.00,475,$1.00 ,$400.00 ,109
NBA,Showdown Captain Mode,NBA Showdown $8K And-One (BKN vs GSW),1/29/2022,8354,168.75,0.00,9512,$1.00 ,"$8,000.00 ",2247
NBA,Classic,NBA $25K And-One [20 Entry Max],1/29/2022,1786,304.25,3.00,29726,$1.00 ,"$25,000.00 ",8025
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (4/4),1/29/2022,8860,267.25,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (3/4),1/29/2022,14993,248.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (2/4),1/29/2022,19960,233,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (1/4),1/29/2022,21386,228.25,0.00,28537,$0.25 ,"$6,000.00 ",6840
CBB,Showdown Captain Mode,CBB Showdown $75 Quarter Jukebox [Just $0.25!] (UK vs KU) (1/2),1/29/2022,152,155,0.00,356,$0.25 ,$75.00 ,83
CBB,Showdown Captain Mode,CBB Showdown $75 Quarter Jukebox [Just $0.25!] (UK vs KU) (2/2),1/29/2022,180,151,0.00,356,$0.25 ,$75.00 ,83
CBB,Showdown Captain Mode,CBB Showdown $75 And-One (UK vs KU),1/29/2022,39,154.25,0.00,89,$1.00 ,$75.00 ,24
GOLF,Showdown,PGA TOUR Showdown $10K Short Game [20 Entry Max] (Round 4 TOUR),1/29/2022,10744,193.35,0.00,11890,$1.00 ,"$10,000.00 ",3080
CBB,Classic,CBB $1K And-One,1/28/2022,52,252.25,2.50,1189,$1.00 ,"$1,000.00 ",285
NBA,Showdown Captain Mode,NBA Showdown $12.5K And-One (NYK vs MIL),1/28/2022,13900,172.75,0.00,14863,$1.00 ,"$12,500.00 ",3863
NBA,Classic,NBA $30K And-One [20 Entry Max],1/28/2022,25776,252.25,0.00,35671,$1.00 ,"$30,000.00 ",9625
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (3/5),1/28/2022,9468,286.75,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (2/5),1/28/2022,21027,252.25,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (4/5),1/28/2022,21316,251.25,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (5/5),1/28/2022,23935,240,0.00,28537,$0.25 ,"$6,000.00 ",6840
NBA,Classic,NBA $6K Quarter Jukebox [Just $0.25!] (1/5),1/28/2022,24622,236.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
NHL,Classic,NHL $5K Hip Check,1/28/2022,4107,91.2,0.00,5945,$1.00 ,"$5,000.00 ",1543
NHL,Showdown,NHL Showdown $1K Hip Check (COL vs CHI),1/28/2022,887,92.45,0.00,1189,$1.00 ,"$1,000.00 ",285
GOLF,Showdown,PGA TOUR Showdown $10K Short Game [20 Entry Max] (Round 3 TOUR),1/28/2022,10388,172.95,0.00,11210,$1.00 ,"$10,000.00 ",3080
CBB,Classic,CBB $2K And-One,1/27/2022,2293,139.25,0.00,2378,$1.00 ,"$2,000.00 ",616
CBB,Classic,CBB $250 Dime Time [Just $0.10!] (1/2),1/27/2022,2400,157.25,0.00,2972,$0.10 ,$250.00 ,698
CBB,Classic,CBB $250 Dime Time [Just $0.10!] (2/2),1/27/2022,2880,133.25,0.00,2972,$0.10 ,$250.00 ,698
NBA,Showdown Captain Mode,NBA Showdown $20K And-One (MIN vs GSW),1/27/2022,14708,224.5,0.00,23781,$1.00 ,"$20,000.00 ",6420
NBA,Classic,NBA $1.25K Quarter Jukebox [Just $0.25!] (1/2),1/27/2022,856,269.5,0.50,5945,$0.25 ,"$1,250.00 ",1286
NBA,Classic,NBA $1.25K Quarter Jukebox [Just $0.25!] (2/2),1/27/2022,3696,240.75,0.00,5945,$0.25 ,"$1,250.00 ",1286
NBA,Classic,NBA $30K And-One [20 Entry Max],1/27/2022,13886,253.25,0.00,35671,$1.00 ,"$30,000.00 ",9625
NBA,Classic,NBA $5K Quarter Jukebox [Just $0.25!] (2/2),1/27/2022,13655,243.75,0.00,23781,$0.25 ,"$5,000.00 ",5705
NBA,Classic,NBA $5K Quarter Jukebox [Just $0.25!] (1/2),1/27/2022,17944,232,0.00,23781,$0.25 ,"$5,000.00 ",5705
NHL,Showdown,NHL Showdown $100 Dime Time [Just $0.10!] (NSH vs EDM) (2/2),1/27/2022,723,68.6,0.00,1011,$0.10 ,$100.00 ,277
NHL,Showdown,NHL Showdown $100 Dime Time [Just $0.10!] (NSH vs EDM) (1/2),1/27/2022,861,62.7,0.00,1011,$0.10 ,$100.00 ,277
NHL,Showdown,NHL Showdown $750 Hip Check (NSH vs EDM),1/27/2022,611,67.1,0.00,891,$1.00 ,$750.00 ,204
NHL,Classic,NHL $5K Hip Check,1/27/2022,1203,108.1,1.50,5945,$1.00 ,"$5,000.00 ",1543
GOLF,Showdown,PGA TOUR Showdown $750 Short Game [20 Entry Max] (Round 2 TOUR),1/27/2022,586,250.4,0.00,891,$1.00 ,$750.00 ,204
NBA,Showdown Captain Mode,NBA Showdown $12.5K And-One (PHX vs UTA),1/26/2022,13906,207.63,0.00,14863,$1.00 ,"$12,500.00 ",3863
NBA,Classic,NBA $10K mini-MAX [150 Entry Max] (1/4),1/26/2022,22582,217.5,0.00,23781,$0.50 ,"$10,000.00 ",5467
NBA,Classic,NBA $10K mini-MAX [150 Entry Max] (4/4),1/26/2022,23608,187,0.00,23781,$0.50 ,"$10,000.00 ",5467
NBA,Classic,NBA $10K mini-MAX [150 Entry Max] (2/4),1/26/2022,23623,186,0.00,23781,$0.50 ,"$10,000.00 ",5467
NBA,Classic,NBA $10K mini-MAX [150 Entry Max] (3/4),1/26/2022,23652,182,0.00,23781,$0.50 ,"$10,000.00 ",5467
NBA,Classic,NBA $30K And-One [20 Entry Max],1/26/2022,35542,157.5,0.00,35671,$1.00 ,"$30,000.00 ",9625
NBA,Classic,NBA $15K mini-MAX [150 Entry Max] (1/2),1/26/2022,35118,203.75,0.00,35671,$0.50 ,"$15,000.00 ",8185
NBA,Classic,NBA $15K mini-MAX [150 Entry Max] (2/2),1/26/2022,35285,197,0.00,35671,$0.50 ,"$15,000.00 ",8185
NBA,Classic,NBA $7K Quarter Jukebox (2/20),1/26/2022,12111,276.75,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (11/20),1/26/2022,16183,267.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (18/20),1/26/2022,17700,263.75,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (10/20),1/26/2022,18189,262.5,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (4/20),1/26/2022,18780,261,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (3/20),1/26/2022,21518,254.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (12/20),1/26/2022,22939,250.5,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (19/20),1/26/2022,22939,250.5,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (7/20),1/26/2022,23183,249.75,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (9/20),1/26/2022,24720,245,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (14/20),1/26/2022,24944,244.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (16/20),1/26/2022,27040,237.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (5/20),1/26/2022,28506,231,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (6/20),1/26/2022,28506,231,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (17/20),1/26/2022,30049,222.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (13/20),1/26/2022,31045,214.5,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (15/20),1/26/2022,31800,206.5,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (20/20),1/26/2022,31902,205.5,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (1/20),1/26/2022,32380,197.75,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (8/20),1/26/2022,32946,182.75,0.00,33293,$0.25 ,"$7,000.00 ",7990
NHL,Showdown,NHL Showdown $1.25K Hip Check (BOS vs COL),1/26/2022,154,96.95,2.00,1486,$1.00 ,"$1,250.00 ",350
NHL,Classic,NHL $5K Hip Check,1/26/2022,651,158,1.50,5945,$1.00 ,"$5,000.00 ",1543
CBB,Classic,CBB $2K And-One,1/26/2022,2092,157.25,0.00,2378,$1.00 ,"$2,000.00 ",616
CBB,Classic,CBB $400 Quarter Jukebox [Just $0.25!] (1/3),1/26/2022,1679,152.5,0.00,1902,$0.25 ,$400.00 ,442
CBB,Classic,CBB $400 Quarter Jukebox [Just $0.25!] (2/3),1/26/2022,1790,143.5,0.00,1902,$0.25 ,$400.00 ,442
CBB,Classic,CBB $400 Quarter Jukebox [Just $0.25!] (3/3),1/26/2022,1822,140,0.00,1902,$0.25 ,$400.00 ,442
